path,mean_r,mean_g,mean_b,label,movie
/content/drive/MyDrive/Colab Notebooks/dh project/original_data/miyazaki/2My Neighbor Totoro/2-44.png,75.5942029397792,74.16633442192972,68.24724271242565,Miyazaki,2My Neighbor Totoro
/content/drive/MyDrive/Colab Notebooks/dh project/original_data/miyazaki/2My Neighbor Totoro/2-45.png,56.62541722346879,56.02045556051809,54.481628288098165,Miyazaki,2My Neighbor Totoro
/content/drive/MyDrive/Colab Notebooks/dh project/original_data/miyazaki/2My Neighbor Totoro/2-46.png,124.69016129181617,104.32533783807848,87.14732845960367,Miyazaki,2My Neighbor Totoro
/content/drive/MyDrive/Colab Notebooks/dh project/original_data/miyazaki/2My Neighbor Totoro/2-47.png,30.91018093617368,42.471130991438976,57.80257005962072,Miyazaki,2My Neighbor Totoro
/content/drive/MyDrive/Colab Notebooks/dh project/original_data/miyazaki/2My Neighbor Totoro/2-48.png,25.688936574927606,44.92095962220738,51.34451617846813,Miyazaki,2My Neighbor Totoro
/content/drive/MyDrive/Colab Notebooks/dh project/original_data/miyazaki/2My Neighbor Totoro/2-49.png,27.698894106468277,48.92573128655543,68.21566329590081,Miyazaki,2My Neighbor Totoro
/content/drive/MyDrive/Colab Notebooks/dh project/original_data/miyazaki/2My Neighbor Totoro/2-27.png,40.69723182535151,62.44630853511683,71.80476103990819,Miyazaki,2My Neighbor Totoro
/content/drive/MyDrive/Colab Notebooks/dh project/original_data/miyazaki/2My Neighbor Totoro/2-26.png,27.66646029456194,44.56297790696892,58.912067065739315,Miyazaki,2My Neighbor Totoro
/content/drive/MyDrive/Colab Notebooks/dh project/original_data/miyazaki/2My Neighbor Totoro/2-42.png,63.88817836955192,68.68442249867007,93.65386973256373,Miyazaki,2My Neighbor Totoro
/content/drive/MyDrive/Colab Notebooks/dh project/original_data/miyazaki/2My Neighbor Totoro/2-24.png,46.23881100568406,47.15743439192371,43.81877615370856,Miyazaki,2My Neighbor Totoro
/content/drive/MyDrive/Colab Notebooks/dh project/original_data/miyazaki/2My Neighbor Totoro/2-2.png,70.06951878118619,96.97961193200352,101.53982984535983,Miyazaki,2My Neighbor Totoro
/content/drive/MyDrive/Colab Notebooks/dh project/original_data/miyazaki/2My Neighbor Totoro/2-3.png,77.71935994530327,91.2574965734088,77.65435608871196,Miyazaki,2My Neighbor Totoro
/content/drive/MyDrive/Colab Notebooks/dh project/original_data/miyazaki/2My Neighbor Totoro/2-4.png,68.05292842370791,108.92796184996772,70.36276072039921,Miyazaki,2My Neighbor Totoro
/content/drive/MyDrive/Colab Notebooks/dh project/original_data/miyazaki/2My Neighbor Totoro/2-5.png,66.4335379963943,68.05964897456634,66.98890317688101,Miyazaki,2My Neighbor Totoro
/content/drive/MyDrive/Colab Notebooks/dh project/original_data/miyazaki/2My Neighbor Totoro/2-6.png,101.39219955946403,96.15910828833111,83.74387250170805,Miyazaki,2My Neighbor Totoro
/content/drive/MyDrive/Colab Notebooks/dh project/original_data/miyazaki/2My Neighbor Totoro/2-7.png,75.11247197064228,112.29002907509052,93.49830575349608,Miyazaki,2My Neighbor Totoro
/content/drive/MyDrive/Colab Notebooks/dh project/original_data/miyazaki/2My Neighbor Totoro/2-8.png,102.56317005332802,99.13792748230509,90.25701888491292,Miyazaki,2My Neighbor Totoro
/content/drive/MyDrive/Colab Notebooks/dh project/original_data/miyazaki/2My Neighbor Totoro/2-9.png,43.705105615946216,43.50158205943533,32.5798725597832,Miyazaki,2My Neighbor Totoro
/content/drive/MyDrive/Colab Notebooks/dh project/original_data/miyazaki/2My Neighbor Totoro/2-10.png,87.33192920520136,109.25893433715575,96.83419790454678,Miyazaki,2My Neighbor Totoro
/content/drive/MyDrive/Colab Notebooks/dh project/original_data/miyazaki/2My Neighbor Totoro/2-11.png,106.14762480968369,100.65213603745396,86.1890406345827,Miyazaki,2My Neighbor Totoro
/content/drive/MyDrive/Colab Notebooks/dh project/original_data/miyazaki/2My Neighbor Totoro/2-50.png,21.692762280135298,40.98171172298825,66.31677514700318,Miyazaki,2My Neighbor Totoro
/content/drive/MyDrive/Colab Notebooks/dh project/original_data/miyazaki/2My Neighbor Totoro/2-12.png,107.5950630022566,117.29733661215816,101.41000588753006,Miyazaki,2My Neighbor Totoro
/content/drive/MyDrive/Colab Notebooks/dh project/original_data/miyazaki/2My Neighbor Totoro/2-14.png,117.2787919827998,107.70384420731945,83.95736434933892,Miyazaki,2My Neighbor Totoro
/content/drive/MyDrive/Colab Notebooks/dh project/original_data/miyazaki/2My Neighbor Totoro/2-15.png,75.56289178047594,81.58632191173889,72.97798216912787,Miyazaki,2My Neighbor Totoro
/content/drive/MyDrive/Colab Notebooks/dh project/original_data/miyazaki/2My Neighbor Totoro/2-16.png,39.70702412998081,73.990441522625,61.68051722215871,Miyazaki,2My Neighbor Totoro
/content/drive/MyDrive/Colab Notebooks/dh project/original_data/miyazaki/2My Neighbor Totoro/2-17.png,73.77222579572077,85.79740186472516,65.90438849366707,Miyazaki,2My Neighbor Totoro
/content/drive/MyDrive/Colab Notebooks/dh project/original_data/miyazaki/2My Neighbor Totoro/2-18.png,23.084189903223503,43.02498949162937,40.28255418606229,Miyazaki,2My Neighbor Totoro
/content/drive/MyDrive/Colab Notebooks/dh project/original_data/miyazaki/2My Neighbor Totoro/2-19.png,56.3418592241404,65.04390780721938,56.60276138432742,Miyazaki,2My Neighbor Totoro
/content/drive/MyDrive/Colab Notebooks/dh project/original_data/miyazaki/2My Neighbor Totoro/2-20.png,112.00534460049556,102.71495961857403,90.71375379420408,Miyazaki,2My Neighbor Totoro
/content/drive/MyDrive/Colab Notebooks/dh project/original_data/miyazaki/2My Neighbor Totoro/2-21.png,59.138039406629986,59.40193807305522,54.38304460540794,Miyazaki,2My Neighbor Totoro
/content/drive/MyDrive/Colab Notebooks/dh project/original_data/miyazaki/2My Neighbor Totoro/2-22.png,53.70042198150376,57.84869427212109,53.3370627124065,Miyazaki,2My Neighbor Totoro
/content/drive/MyDrive/Colab Notebooks/dh project/original_data/miyazaki/2My Neighbor Totoro/2-23.png,27.82389071832424,32.561433603942966,36.27614317370094,Miyazaki,2My Neighbor Totoro
/content/drive/MyDrive/Colab Notebooks/dh project/original_data/miyazaki/2My Neighbor Totoro/2-13.png,75.03704485319108,89.28809745386475,93.93709948059481,Miyazaki,2My Neighbor Totoro
/content/drive/MyDrive/Colab Notebooks/dh project/original_data/miyazaki/3Princess Mononoke/3-2.png,67.04539343913552,82.62881392617905,85.3407474317036,Miyazaki,3Princess Mononoke
/content/drive/MyDrive/Colab Notebooks/dh project/original_data/miyazaki/3Princess Mononoke/3-1.png,72.91142511537889,98.49488350454072,43.80403193389906,Miyazaki,3Princess Mononoke
/content/drive/MyDrive/Colab Notebooks/dh project/original_data/miyazaki/3Princess Mononoke/3-3.png,39.644260456040115,29.02172327950817,25.3756291009589,Miyazaki,3Princess Mononoke
/content/drive/MyDrive/Colab Notebooks/dh project/original_data/miyazaki/3Princess Mononoke/3-25.png,64.73299098033911,60.312850097943105,49.922194073747356,Miyazaki,3Princess Mononoke
/content/drive/MyDrive/Colab Notebooks/dh project/original_data/miyazaki/3Princess Mononoke/3-24.png,56.84082775048385,51.355621929432786,43.83429172249516,Miyazaki,3Princess Mononoke
/content/drive/MyDrive/Colab Notebooks/dh project/original_data/miyazaki/3Princess Mononoke/3-23.png,94.47765990631544,87.88653873692725,61.83108027351245,Miyazaki,3Princess Mononoke
/content/drive/MyDrive/Colab Notebooks/dh project/original_data/miyazaki/3Princess Mononoke/3-22.png,96.25980661531315,109.02348189367272,74.38685847560434,Miyazaki,3Princess Mononoke
/content/drive/MyDrive/Colab Notebooks/dh project/original_data/miyazaki/3Princess Mononoke/3-21.png,73.40391036001789,80.45359855857252,40.92237650774186,Miyazaki,3Princess Mononoke
/content/drive/MyDrive/Colab Notebooks/dh project/original_data/miyazaki/3Princess Mononoke/3-20.png,103.41895044666524,108.23322144022977,72.13147153846555,Miyazaki,3Princess Mononoke
/content/drive/MyDrive/Colab Notebooks/dh project/original_data/miyazaki/3Princess Mononoke/3-19.png,57.15401012307654,68.80478973535638,56.81574389308006,Miyazaki,3Princess Mononoke
/content/drive/MyDrive/Colab Notebooks/dh project/original_data/miyazaki/3Princess Mononoke/3-18.png,38.76302375710006,123.16195543197729,158.19725993560647,Miyazaki,3Princess Mononoke
/content/drive/MyDrive/Colab Notebooks/dh project/original_data/miyazaki/3Princess Mononoke/3-17.png,28.657961646662855,39.14907643452203,52.6086327443163,Miyazaki,3Princess Mononoke
/content/drive/MyDrive/Colab Notebooks/dh project/original_data/miyazaki/3Princess Mononoke/3-16.png,27.697292761823963,44.857793657882986,63.11730991682255,Miyazaki,3Princess Mononoke
/content/drive/MyDrive/Colab Notebooks/dh project/original_data/miyazaki/3Princess Mononoke/3-15.png,84.27341392038979,69.72812782290698,62.91305642399881,Miyazaki,3Princess Mononoke
/content/drive/MyDrive/Colab Notebooks/dh project/original_data/miyazaki/3Princess Mononoke/3-14.png,43.13416338225346,38.414388285735924,40.106972060193655,Miyazaki,3Princess Mononoke
/content/drive/MyDrive/Colab Notebooks/dh project/original_data/miyazaki/3Princess Mononoke/3-13.png,18.261259088207904,33.53248603262397,57.61363065284481,Miyazaki,3Princess Mononoke
/content/drive/MyDrive/Colab Notebooks/dh project/original_data/miyazaki/3Princess Mononoke/3-12.png,99.92135958169698,82.27009891002663,76.79259327688959,Miyazaki,3Princess Mononoke
/content/drive/MyDrive/Colab Notebooks/dh project/original_data/miyazaki/3Princess Mononoke/3-11.png,16.42712880854722,21.518848594613175,26.232936612382854,Miyazaki,3Princess Mononoke
/content/drive/MyDrive/Colab Notebooks/dh project/original_data/miyazaki/3Princess Mononoke/3-10.png,58.55842639938786,68.70143310771753,74.84766459613955,Miyazaki,3Princess Mononoke
/content/drive/MyDrive/Colab Notebooks/dh project/original_data/miyazaki/3Princess Mononoke/3-9.png,53.65521399127106,60.5729367237424,58.62353647597907,Miyazaki,3Princess Mononoke
/content/drive/MyDrive/Colab Notebooks/dh project/original_data/miyazaki/3Princess Mononoke/3-8.png,35.32806610093792,45.63639608456156,42.3780891767158,Miyazaki,3Princess Mononoke
/content/drive/MyDrive/Colab Notebooks/dh project/original_data/miyazaki/3Princess Mononoke/3-7.png,61.58448576544521,85.91222113967466,65.19684007943835,Miyazaki,3Princess Mononoke
/content/drive/MyDrive/Colab Notebooks/dh project/original_data/miyazaki/3Princess Mononoke/3-6.png,37.60891032044166,30.732670371887274,30.621428875887464,Miyazaki,3Princess Mononoke
/content/drive/MyDrive/Colab Notebooks/dh project/original_data/miyazaki/3Princess Mononoke/3-5.png,38.48722081561939,41.6692822401875,45.46568619599257,Miyazaki,3Princess Mononoke
/content/drive/MyDrive/Colab Notebooks/dh project/original_data/miyazaki/3Princess Mononoke/3-26.png,74.3907987178009,101.8634120659696,111.62806972769127,Miyazaki,3Princess Mononoke
/content/drive/MyDrive/Colab Notebooks/dh project/original_data/miyazaki/3Princess Mononoke/3-4.png,38.91233336519106,61.50626115872622,64.8476046647148,Miyazaki,3Princess Mononoke
/content/drive/MyDrive/Colab Notebooks/dh project/original_data/miyazaki/3Princess Mononoke/3-27.png,87.26254887083385,120.12631359525103,91.48018227771341,Miyazaki,3Princess Mononoke
/content/drive/MyDrive/Colab Notebooks/dh project/original_data/miyazaki/3Princess Mononoke/3-29.png,89.36715984475674,99.10373055408314,85.5582264660777,Miyazaki,3Princess Mononoke
/content/drive/MyDrive/Colab Notebooks/dh project/original_data/miyazaki/3Princess Mononoke/3-49.png,66.04268662522188,123.5972107507552,89.84331465627683,Miyazaki,3Princess Mononoke
/content/drive/MyDrive/Colab Notebooks/dh project/original_data/miyazaki/3Princess Mononoke/3-48.png,87.73191221953981,104.35384183857249,105.10434033720969,Miyazaki,3Princess Mononoke
/content/drive/MyDrive/Colab Notebooks/dh project/original_data/miyazaki/3Princess Mononoke/3-47.png,56.987282483415626,62.987873509887564,63.25862669178529,Miyazaki,3Princess Mononoke
/content/drive/MyDrive/Colab Notebooks/dh project/original_data/miyazaki/3Princess Mononoke/3-46.png,43.5861477481078,38.12048814422728,44.81618165156905,Miyazaki,3Princess Mononoke
/content/drive/MyDrive/Colab Notebooks/dh project/original_data/miyazaki/3Princess Mononoke/3-45.png,55.91632361811893,55.16735313657346,57.95212207930293,Miyazaki,3Princess Mononoke
/content/drive/MyDrive/Colab Notebooks/dh project/original_data/miyazaki/3Princess Mononoke/3-44.png,46.96353929003662,76.80670768889215,103.35123210089098,Miyazaki,3Princess Mononoke
/content/drive/MyDrive/Colab Notebooks/dh project/original_data/miyazaki/3Princess Mononoke/3-43.png,33.27771677220444,32.09482206334655,32.56435752176332,Miyazaki,3Princess Mononoke
/content/drive/MyDrive/Colab Notebooks/dh project/original_data/miyazaki/3Princess Mononoke/3-42.png,34.57656503242057,34.71731616454236,43.43666580867412,Miyazaki,3Princess Mononoke
/content/drive/MyDrive/Colab Notebooks/dh project/original_data/miyazaki/3Princess Mononoke/3-41.png,51.640981209563954,54.992754039224224,52.81979195637213,Miyazaki,3Princess Mononoke
/content/drive/MyDrive/Colab Notebooks/dh project/original_data/miyazaki/3Princess Mononoke/3-40.png,53.378195786537106,48.48068984326405,50.48312883321604,Miyazaki,3Princess Mononoke
/content/drive/MyDrive/Colab Notebooks/dh project/original_data/miyazaki/3Princess Mononoke/3-50.png,48.744656202634246,54.971729828452396,52.37471936752415,Miyazaki,3Princess Mononoke
/content/drive/MyDrive/Colab Notebooks/dh project/original_data/miyazaki/3Princess Mononoke/3-39.png,68.57221520401899,79.55019730096886,81.85945201984798,Miyazaki,3Princess Mononoke
/content/drive/MyDrive/Colab Notebooks/dh project/original_data/miyazaki/3Princess Mononoke/3-38.png,66.53423543460264,68.33053683185672,74.47066289680278,Miyazaki,3Princess Mononoke
/content/drive/MyDrive/Colab Notebooks/dh project/original_data/miyazaki/3Princess Mononoke/3-37.png,30.855494596253216,38.36349307463277,48.56884072012832,Miyazaki,3Princess Mononoke
/content/drive/MyDrive/Colab Notebooks/dh project/original_data/miyazaki/3Princess Mononoke/3-36.png,39.48592649017811,44.687113056036885,49.81239954968357,Miyazaki,3Princess Mononoke
/content/drive/MyDrive/Colab Notebooks/dh project/original_data/miyazaki/3Princess Mononoke/3-35.png,21.933977659662045,36.31855115231131,49.252465114407904,Miyazaki,3Princess Mononoke
/content/drive/MyDrive/Colab Notebooks/dh project/original_data/miyazaki/3Princess Mononoke/3-34.png,45.38036167203834,34.39312178080451,37.53657704629548,Miyazaki,3Princess Mononoke
/content/drive/MyDrive/Colab Notebooks/dh project/original_data/miyazaki/3Princess Mononoke/3-33.png,35.94448972755694,38.09669979157362,34.26570120589549,Miyazaki,3Princess Mononoke
/content/drive/MyDrive/Colab Notebooks/dh project/original_data/miyazaki/3Princess Mononoke/3-32.png,57.768664582402856,58.03237271103171,54.5092489206491,Miyazaki,3Princess Mononoke
/content/drive/MyDrive/Colab Notebooks/dh project/original_data/miyazaki/3Princess Mononoke/3-31.png,92.12132734250399,91.16190524478418,94.85231079639208,Miyazaki,3Princess Mononoke
/content/drive/MyDrive/Colab Notebooks/dh project/original_data/miyazaki/3Princess Mononoke/3-30.png,77.21011228070957,64.9003845158579,51.58378135352404,Miyazaki,3Princess Mononoke
